Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P2888,Urban Flyover,Water Infra,Low,2577969,97,91,33,4.14,0.7,132,Not Feasible,1,,,1018.88,275100.43,23,100.0,485086.0,31,100.0,1024996.76,38,54.87,574241.77,25,79.99,218544.03,15,86.42
P2889,Smart Solar Grid,Building,Medium,6098402,69,81,67,9.52,0.55,338,Feasible,2,,,3002.07,228867.5,33,66.98,936512.73,48,100.0,1726070.0,55,60.46,1562274.84,81,100.0,1644676.93,120,44.05
P2890,Industrial Complex,Power Plant,Low,6599872,88,83,87,8.24,0.95,376,Borderline,1,,,755.82,434858.64,59,68.04,641910.19,64,95.46,1271357.47,62,52.3,3601100.41,136,100.0,650645.29,56,88.18
P2891,Smart Solar Grid,Bridge,High,4934999,51,86,64,4.81,0.52,121,Feasible,3,,,841.99,393392.59,9,59.88,1140567.99,36,100.0,2061971.62,47,100.0,729834.68,15,59.89,609232.12,14,39.48
P2892,Highway Expansion,Power Plant,Medium,5263224,50,95,38,6.74,0.93,329,Feasible,2,,,653.35,296016.66,39,78.3,796077.95,50,100.0,828908.64,55,65.48,2637432.97,142,100.0,704787.77,44,100.0
P2893,Urban Flyover,Power Plant,Medium,6024355,85,51,83,4.35,0.68,484,Borderline,2,,,973.97,492779.87,52,43.99,888098.56,99,57.59,941904.19,85,31.76,3016628.6,163,66.95,684943.79,85,54.72
P2894,Highway Expansion,Bridge,Medium,3747176,73,49,85,5.59,0.82,344,Feasible,2,,,819.6,294222.33,28,40.93,617957.1,90,86.71,1727903.74,126,73.54,512894.0,50,29.12,594198.83,50,14.7
P2895,Dam Reinforcement,Road,Low,4028149,76,62,98,0.58,0.96,313,Feasible,1,,,8323.1,1001891.99,114,100.0,665357.66,53,73.73,1079500.69,64,59.14,412276.51,45,32.87,869122.16,37,30.92
P2896,Industrial Complex,Building,Low,3638509,51,54,85,6.96,0.58,315,Feasible,1,,,1518.81,128654.81,24,44.18,538518.89,39,96.29,1009879.29,70,34.78,1031283.37,81,69.15,930172.64,101,25.6
P2897,Dam Reinforcement,Bridge,Low,4651387,80,75,94,0.53,0.78,519,Feasible,1,,,813.45,267107.94,41,53.55,1145162.19,137,100.0,1973294.86,209,100.0,617094.64,57,44.78,648727.38,75,24.11
P2898,Urban Flyover,Water Infra,High,3104683,63,86,64,8.17,0.88,379,Feasible,3,,,1364.48,393040.32,58,100.0,573452.12,87,100.0,1374750.97,120,56.24,580973.05,70,75.47,182466.54,44,80.78
P2899,Urban Flyover,Water Infra,Low,3527419,51,34,93,8.25,0.88,176,Not Feasible,1,,,1663.89,379055.74,35,40.39,614038.62,42,47.19,1476108.63,46,20.59,776994.82,32,28.76,281221.19,22,33.07
P2900,Urban Flyover,Water Infra,Medium,2711672,78,84,86,2.37,0.76,576,Not Feasible,2,,,1216.54,330516.93,97,94.31,473660.18,134,100.0,1225075.34,153,43.61,461965.44,108,76.29,220454.1,84,89.44
P2901,Industrial Complex,Road,Low,6905950,64,90,88,3.24,0.81,232,Feasible,1,,,10763.68,1456214.83,82,100.0,1078069.59,44,100.0,1865194.56,52,79.91,753609.61,25,58.36,1752861.41,30,47.21
P2902,Smart Solar Grid,Bridge,Low,4212883,61,37,22,4.81,0.88,332,Feasible,1,,,656.39,291339.11,28,29.6,752526.37,89,64.42,2112627.34,129,54.39,506267.93,44,25.08,550122.24,42,11.51
P2903,Highway Expansion,Road,Medium,4028631,86,45,57,5.97,0.92,398,Feasible,2,,,10494.65,1000545.72,149,76.04,700810.45,63,60.14,969609.75,99,39.79,544815.2,46,26.89,812849.89,42,22.14
P2904,Highway Expansion,Water Infra,Low,6829592,77,77,96,2.87,0.88,363,Feasible,1,,,3333.43,747692.14,58,96.49,1322196.34,86,100.0,2666270.38,111,44.21,1505292.93,66,63.45,588140.21,41,70.66
P2905,Highway Expansion,Power Plant,Low,3571165,69,90,61,5.92,0.68,499,Feasible,1,,,542.07,300704.54,62,75.2,538240.81,76,97.18,615566.93,88,63.94,1630676.58,176,100.0,485976.14,98,98.61
P2906,Highway Expansion,Power Plant,Medium,2778539,88,44,59,2.98,1.0,236,Feasible,2,,,340.41,169657.77,30,36.18,413338.38,44,49.54,541749.02,39,30.12,1360945.01,89,56.73,292848.83,34,47.43
P2907,Highway Expansion,Road,Medium,5024733,73,94,69,0.55,0.72,505,Not Feasible,2,,,8762.17,1015564.69,186,100.0,777720.28,82,100.0,1450616.91,104,75.55,727596.76,64,53.95,1053234.36,69,53.12
P2908,Smart Solar Grid,Water Infra,High,5859221,70,51,54,0.03,0.51,570,Feasible,3,,,2258.93,842473.5,92,60.72,1086162.79,122,69.73,2180016.4,189,34.4,1345644.9,107,40.88,404923.4,59,49.26
P2909,Dam Reinforcement,Water Infra,Low,2414022,59,32,43,1.01,0.68,206,Feasible,1,,,1206.84,290264.06,36,36.3,453221.75,48,42.86,1012652.01,67,20.16,515981.66,32,30.0,141902.51,23,30.68
P2910,Industrial Complex,Water Infra,Low,4801250,95,83,36,7.92,0.56,529,Feasible,1,,,2585.5,622040.41,109,94.29,896096.71,129,100.0,1895768.54,145,50.79,1095755.34,87,74.18,291589.01,59,84.44
P2911,Dam Reinforcement,Water Infra,High,1952246,63,43,59,9.61,0.56,500,Not Feasible,3,,,900.82,231139.23,91,50.49,376017.25,119,58.32,877132.51,140,30.32,300421.22,97,35.29,167535.78,53,40.58
P2912,Dam Reinforcement,Bridge,Medium,1019675,86,65,93,4.27,0.64,486,Feasible,2,,,196.99,82703.65,38,43.7,247672.81,126,100.0,390216.48,183,100.0,159026.4,68,49.34,140055.66,70,20.65
P2913,Highway Expansion,Road,Low,1073997,67,96,85,5.13,0.53,382,Feasible,1,,,2618.43,281645.6,121,100.0,177056.04,74,100.0,258432.11,83,83.37,112716.98,55,63.45,244146.27,48,41.58
P2914,Highway Expansion,Road,Low,1967561,73,39,63,1.47,0.84,419,Not Feasible,1,,,5040.42,414577.82,151,69.3,333654.82,71,49.58,526610.16,90,33.45,254348.37,44,25.75,438369.83,63,16.92
P2915,Smart Solar Grid,Bridge,High,2998671,63,78,42,5.51,0.54,536,Feasible,3,,,610.32,257422.5,38,60.89,661194.21,123,100.0,1276278.11,217,100.0,429380.54,75,53.42,374395.63,84,28.56
P2916,Industrial Complex,Power Plant,Low,1486799,83,94,25,1.45,0.6,232,Feasible,1,,,185.5,77196.38,34,77.69,189217.56,45,100.0,222247.35,38,65.69,815453.86,78,100.0,182683.85,37,100.0
P2917,Urban Flyover,Road,Medium,5949982,61,86,85,6.11,0.55,567,Not Feasible,2,,,8990.51,1573928.33,208,100.0,980857.82,105,100.0,1577584.78,124,71.84,679444.68,55,53.21,1138166.38,74,43.98
P2918,Dam Reinforcement,Building,Medium,3238057,71,56,40,9.33,0.53,283,Borderline,2,,,1337.08,119055.17,20,54.73,471836.33,42,100.0,797289.0,57,40.08,1013467.47,75,61.55,836409.02,88,23.36
P2919,Urban Flyover,Road,Low,5464344,55,34,54,1.96,0.63,123,Feasible,1,,,7983.07,1305198.27,46,59.99,924921.49,21,46.7,1362051.94,28,28.24,765521.52,14,17.33,1106650.78,15,17.75
P2920,Industrial Complex,Road,Medium,6669068,85,86,48,7.65,0.79,237,Feasible,2,,,14780.61,1354913.78,78,100.0,1223205.12,38,100.0,1792301.42,54,71.25,881723.65,38,53.6,1416924.03,28,50.02
P2921,Dam Reinforcement,Power Plant,Low,3409029,94,44,26,0.24,0.98,142,Feasible,1,,,548.18,265863.72,16,33.67,373368.71,25,46.2,657193.64,24,27.58,1605402.59,55,58.15,507200.34,22,54.4
P2922,Urban Flyover,Bridge,Medium,4921451,85,59,72,3.75,0.94,528,Borderline,2,,,992.94,439249.97,49,45.51,891937.95,155,100.0,2179185.99,204,91.93,756811.57,60,34.52,654265.52,60,19.86
P2923,Urban Flyover,Power Plant,Medium,1566088,71,49,56,1.11,0.94,352,Not Feasible,2,,,232.89,109096.2,45,36.32,180918.79,57,54.04,281835.28,59,33.17,782094.56,127,62.23,212143.18,65,59.23
P2924,Smart Solar Grid,Power Plant,Medium,6338924,63,66,42,3.52,0.59,209,Not Feasible,2,,,936.51,433408.31,26,50.57,838957.61,41,71.69,1064283.66,34,46.69,3288863.03,82,90.16,713411.39,26,70.9
P2925,Industrial Complex,Bridge,Medium,2762999,65,32,27,1.74,0.63,595,Feasible,2,,,433.18,216291.01,37,27.02,524525.28,163,54.99,1266868.49,218,49.46,425600.02,83,18.5,329714.21,94,10.02
P2926,Industrial Complex,Building,Low,1658003,85,70,95,3.73,0.54,374,Feasible,1,,,577.04,115322.19,22,68.62,258192.77,53,100.0,383557.2,69,58.95,529675.16,105,80.77,371255.69,124,28.04
P2927,Industrial Complex,Bridge,Low,3400081,74,68,67,4.18,0.89,211,Feasible,1,,,711.27,257545.17,17,50.05,793435.71,53,100.0,1447622.18,85,100.0,530528.41,28,49.54,370949.53,28,24.78
P2928,Dam Reinforcement,Power Plant,Low,1805113,81,55,29,3.01,0.53,588,Not Feasible,1,,,281.11,124713.5,71,44.79,258881.86,90,60.64,298595.29,96,36.2,935872.03,230,73.1,187050.31,101,60.27
P2929,Smart Solar Grid,Bridge,Low,3463160,82,31,98,6.57,0.78,577,Feasible,1,,,565.48,197739.13,39,21.8,854496.93,163,54.08,1472530.55,230,44.22,428569.55,73,20.3,509823.84,72,14.6
P2930,Highway Expansion,Road,High,1933396,94,52,43,9.19,0.62,274,Feasible,3,,,3731.26,434081.69,85,89.47,321297.89,50,69.21,466867.7,63,45.17,257583.43,39,34.37,453565.29,36,21.78
P2931,Dam Reinforcement,Road,High,6028035,85,52,66,4.01,0.62,426,Not Feasible,3,,,13346.85,1506098.37,135,93.26,1114992.87,87,69.34,1668213.61,102,44.23,584760.42,54,27.46,1153969.73,49,25.71
P2932,Industrial Complex,Building,Low,4162801,69,45,72,1.92,1.0,234,Feasible,1,,,1715.69,279480.26,14,36.89,696724.95,38,76.53,1056020.53,55,37.02,1109005.2,56,53.36,1021570.05,70,21.2
P2933,Dam Reinforcement,Building,Medium,5034464,67,38,58,2.71,0.88,326,Feasible,2,,,1765.06,368587.36,30,31.38,657283.11,40,62.9,1456872.02,58,25.47,1417447.35,87,46.69,1134274.16,111,23.56
P2934,Urban Flyover,Bridge,High,2603546,87,42,86,8.54,0.92,200,Feasible,3,,,405.08,172370.05,15,32.76,490103.68,61,67.5,1248814.14,78,63.71,366928.72,24,29.04,325329.42,23,16.99
P2935,Dam Reinforcement,Bridge,High,3092101,52,57,85,5.72,0.79,222,Feasible,3,,,620.14,264372.68,21,44.83,620417.45,57,93.71,1481875.87,88,82.95,365287.02,29,42.59,360147.98,28,20.91
P2936,Dam Reinforcement,Bridge,Medium,6995134,72,56,25,4.55,0.94,572,Feasible,2,,,1292.8,413841.77,41,40.39,1674755.4,166,97.6,3140324.32,214,80.68,790783.39,71,41.72,975429.11,79,19.62
P2937,Industrial Complex,Water Infra,Low,2959310,81,80,40,1.5,0.82,199,Feasible,1,,,1342.32,377940.05,38,89.6,497227.54,48,100.0,1121485.45,54,44.47,676044.8,33,68.42,286612.17,26,87.51
P2938,Urban Flyover,Power Plant,Medium,2456081,94,93,92,4.5,0.97,526,Feasible,2,,,373.43,142512.14,58,72.76,286588.28,97,100.0,426859.09,88,68.58,1252945.11,208,100.0,347176.38,75,100.0
P2939,Industrial Complex,Power Plant,Low,1115359,65,81,93,2.78,0.64,222,Feasible,1,,,141.43,69909.35,30,62.24,166899.61,38,87.67,206584.28,35,57.26,543780.03,88,99.5,128185.73,31,98.33
P2940,Urban Flyover,Building,Medium,3163859,54,67,55,9.43,0.8,359,Borderline,2,,,1147.88,163041.05,34,55.9,368221.92,56,100.0,1028708.15,76,53.8,866481.99,78,72.55,737405.89,114,36.09
P2941,Urban Flyover,Road,Medium,5445655,53,94,22,8.84,0.85,384,Feasible,2,,,8632.52,1409724.66,134,100.0,936589.74,69,100.0,1351431.5,92,81.88,589564.4,38,57.96,1158344.71,51,43.3
P2942,Urban Flyover,Road,High,6481391,70,47,97,0.84,0.7,152,Not Feasible,3,,,13275.35,1584373.18,56,80.73,1081811.22,28,59.38,1798561.05,34,44.74,706472.76,15,26.79,1310172.79,20,23.36
P2943,Industrial Complex,Road,Medium,6478598,89,92,61,5.17,0.94,154,Not Feasible,2,,,14046.58,1435283.44,55,100.0,1164162.69,25,100.0,1687834.52,38,81.37,799442.1,19,45.63,1391875.25,18,46.19
P2944,Urban Flyover,Road,Low,4735444,63,80,64,2.25,0.99,368,Borderline,1,,,13601.24,942763.58,139,100.0,899441.1,62,100.0,1183331.36,81,64.95,626837.2,46,46.44,1083070.76,41,49.41
P2945,Smart Solar Grid,Power Plant,Medium,4541483,88,38,63,4.11,0.75,169,Borderline,2,,,520.57,434848.73,24,28.12,645255.84,26,43.31,822914.36,27,25.23,2169791.78,61,52.13,468672.3,30,41.21
P2946,Smart Solar Grid,Water Infra,Low,3592631,80,42,52,8.77,0.7,399,Feasible,1,,,1864.14,453914.6,61,50.25,627027.73,97,55.89,1645256.69,132,26.01,613347.41,69,38.41,253084.57,41,39.44
P2947,Highway Expansion,Road,Medium,2684351,63,69,79,5.28,0.74,591,Feasible,2,,,4308.47,615036.88,193,100.0,480703.82,119,89.76,661341.28,133,63.6,335675.76,63,37.78,591593.26,84,36.18
P2948,Smart Solar Grid,Building,High,6920909,55,84,89,3.34,0.93,361,Feasible,3,,,2903.08,299153.82,23,72.35,1024288.77,45,100.0,1801011.44,82,59.6,2401495.44,106,94.0,1394959.53,105,53.05
P2949,Highway Expansion,Bridge,Low,2512760,61,72,96,2.08,0.82,271,Feasible,1,,,512.52,145958.01,29,48.61,657872.51,60,100.0,1008924.07,102,100.0,319356.03,39,52.42,380649.38,41,26.8
P2950,Smart Solar Grid,Bridge,Low,2462436,65,73,45,8.0,0.52,266,Borderline,1,,,508.99,174060.72,15,55.03,458635.18,79,100.0,1170170.71,99,100.0,305570.35,33,51.28,353999.04,40,31.1
P2951,Industrial Complex,Building,Medium,4557689,66,97,40,6.25,0.77,158,Not Feasible,2,,,1504.6,219544.24,15,84.08,578842.89,23,100.0,1303439.71,36,59.82,1378735.36,36,100.0,1077126.81,48,57.99
P2952,Highway Expansion,Building,High,5446228,94,62,21,4.68,0.51,308,Feasible,3,,,1762.88,359489.18,19,48.75,846101.16,37,100.0,1415880.9,58,40.57,1408263.25,99,75.63,1416493.51,96,36.68
P2953,Dam Reinforcement,Building,High,3880593,72,53,66,2.17,0.89,144,Feasible,3,,,1420.08,239867.16,9,51.1,658535.22,19,97.32,998121.67,24,38.74,1226940.21,40,55.84,757128.74,52,21.99
P2954,Dam Reinforcement,Water Infra,High,2863236,63,65,49,3.34,0.66,363,Feasible,3,,,1410.66,287598.41,65,74.59,530391.88,74,85.7,1199808.35,115,45.61,628965.47,63,57.81,216471.89,47,61.29
P2955,Smart Solar Grid,Bridge,Low,3346582,56,39,46,9.6,0.74,342,Not Feasible,1,,,540.03,176501.02,21,29.92,851613.49,93,66.88,1473148.8,125,57.46,471353.15,54,26.15,373965.54,50,14.59
P2956,Dam Reinforcement,Water Infra,Low,4573465,95,49,90,5.2,0.9,349,Borderline,1,,,2060.48,606025.82,54,57.95,725594.13,79,70.75,1722571.45,109,27.53,1108827.19,62,41.65,410446.4,45,47.11
P2957,Smart Solar Grid,Road,High,4767255,81,41,39,4.01,0.52,272,Feasible,3,,,10130.53,1133013.09,97,74.58,758817.1,48,54.03,1273112.46,64,32.74,570848.02,29,21.35,1031464.34,34,22.3
P2958,Smart Solar Grid,Bridge,High,2599792,64,91,69,5.21,0.58,530,Borderline,3,,,455.61,211022.38,31,70.97,448072.04,144,100.0,1229855.29,205,100.0,379378.42,72,59.6,331463.87,77,35.3
P2959,Dam Reinforcement,Building,Low,5474770,93,47,42,7.79,0.7,407,Borderline,1,,,2252.38,356178.63,29,41.91,649277.32,49,82.27,1455472.56,99,35.8,1696251.36,113,49.11,1317590.14,117,25.91
P2960,Dam Reinforcement,Water Infra,Medium,1450930,66,92,32,3.4,0.61,514,Borderline,2,,,587.92,184380.89,87,100.0,260343.47,117,100.0,556579.38,170,63.88,363153.91,77,70.85,86472.35,63,85.87
P2961,Urban Flyover,Power Plant,High,6592920,90,54,23,1.79,0.67,572,Feasible,3,,,1002.94,487994.13,59,44.61,804800.36,103,56.64,1286422.85,107,37.23,3344633.01,197,72.72,669069.65,105,58.8
P2962,Highway Expansion,Bridge,Medium,5747647,96,41,33,5.85,1.0,227,Feasible,2,,,1152.81,418324.25,18,33.95,1391716.78,61,69.94,2447862.26,86,63.91,707038.75,34,24.2,782704.95,28,13.01
P2963,Smart Solar Grid,Building,Medium,3402187,93,50,39,6.65,0.91,152,Feasible,2,,,1193.55,176027.77,12,50.06,476636.16,18,87.05,845899.4,33,35.35,1301733.93,46,53.3,601889.73,43,24.25
P2964,Dam Reinforcement,Building,Low,6904828,83,54,32,7.13,0.94,522,Not Feasible,1,,,3446.22,498180.68,49,47.16,1051627.4,68,87.38,1543319.0,96,45.53,2208899.86,135,59.66,1602801.05,173,30.28
P2965,Highway Expansion,Road,High,4498408,54,40,22,8.82,0.97,482,Feasible,3,,,7211.68,985099.63,165,65.0,724089.7,98,55.11,1122027.83,113,36.89,607593.45,52,22.87,1059597.39,53,20.13
P2966,Dam Reinforcement,Water Infra,High,3365600,94,93,97,3.71,0.67,230,Borderline,3,,,1841.36,412892.22,42,100.0,661833.69,48,100.0,1390111.6,80,51.14,614032.06,37,74.19,286730.42,24,95.06
P2967,Dam Reinforcement,Road,Low,4677361,76,79,66,0.75,0.65,240,Borderline,1,,,6712.93,1025213.92,82,100.0,822342.63,49,100.0,1317324.07,55,69.92,483513.1,27,46.22,1028967.28,27,33.52
P2968,Urban Flyover,Power Plant,Low,6403252,72,91,22,9.58,0.62,135,Feasible,1,,,789.32,591215.88,15,77.61,655837.16,25,100.0,1236687.14,24,58.7,3216317.88,48,100.0,703193.94,23,98.06
P2969,Smart Solar Grid,Power Plant,Medium,4038915,89,78,20,4.35,0.92,346,Not Feasible,2,,,596.32,360126.26,41,65.22,546239.45,50,85.43,577927.53,58,56.97,2055957.14,147,99.31,498664.63,50,83.06
P2970,Smart Solar Grid,Road,High,1091006,63,43,43,6.23,0.84,130,Borderline,3,,,2024.3,260075.01,48,74.74,192548.88,23,59.6,284323.79,30,34.82,136994.49,14,26.32,217063.83,16,19.52
P2971,Industrial Complex,Bridge,Low,5151785,64,30,54,6.66,0.62,322,Feasible,1,,,992.94,415464.75,23,22.73,1024860.63,86,48.8,2437649.38,110,45.15,669932.07,54,19.71,603878.17,50,13.6
P2972,Urban Flyover,Bridge,Low,5078584,92,54,33,5.47,0.69,321,Not Feasible,1,,,1124.73,327693.28,27,42.93,1116970.21,84,88.51,2129459.77,119,81.75,778831.17,52,36.74,725629.57,39,20.06
P2973,Highway Expansion,Road,High,5323654,82,88,86,2.05,0.75,217,Feasible,3,,,11054.91,1314512.19,80,100.0,834744.02,39,100.0,1408734.35,46,81.85,638855.4,30,51.41,1126808.03,21,37.63
P2974,Urban Flyover,Road,Medium,1688725,80,98,32,7.55,0.76,235,Feasible,2,,,3303.75,348303.44,81,100.0,288674.28,42,100.0,478739.55,55,87.11,186427.4,31,59.65,386580.34,27,52.18
P2975,Highway Expansion,Bridge,High,3903030,84,34,66,8.04,0.94,572,Feasible,3,,,802.87,324829.36,60,25.62,965239.18,141,60.17,1584629.82,219,51.78,441277.35,69,21.1,587054.3,83,11.34
P2976,Smart Solar Grid,Water Infra,Medium,1788768,66,48,69,5.53,0.69,590,Feasible,2,,,797.35,257178.34,111,56.29,278512.49,137,64.69,766507.9,187,30.99,341720.38,99,39.18,144848.89,57,48.84
P2977,Industrial Complex,Road,Low,1206487,77,52,97,4.89,0.95,558,Not Feasible,1,,,1787.89,252618.95,212,90.08,210731.23,84,72.8,318846.52,133,43.09,153081.23,58,31.23,271209.07,71,22.81
P2978,Industrial Complex,Building,Low,4637820,68,38,45,1.14,0.72,400,Feasible,1,,,1450.19,285967.11,23,37.58,785076.35,57,62.67,1527588.28,80,26.06,1135164.81,108,47.51,904023.45,132,16.18
P2979,Smart Solar Grid,Water Infra,Medium,4284321,95,79,22,0.84,0.87,468,Feasible,2,,,1739.58,622445.75,90,91.48,828309.46,108,100.0,1687683.19,135,42.17,770317.59,79,73.1,375565.01,56,78.01
P2980,Dam Reinforcement,Road,High,1678841,72,45,70,3.4,0.97,351,Feasible,3,,,3377.28,442676.91,116,78.74,295314.21,56,55.19,407559.06,85,41.42,225977.88,54,25.58,307312.94,41,24.06
P2981,Urban Flyover,Building,Medium,6420712,81,62,59,3.11,0.95,580,Feasible,2,,,2599.03,278690.91,53,58.24,968108.27,87,100.0,1627717.79,127,54.33,1916016.99,145,69.74,1630178.04,169,26.79
P2982,Industrial Complex,Building,High,3939302,89,31,87,9.54,0.53,230,Not Feasible,3,,,1405.79,153085.81,12,30.72,493262.3,30,50.3,835935.41,51,19.98,1417295.3,64,37.91,1039723.18,73,16.09
P2983,Dam Reinforcement,Road,Low,4452501,62,43,55,7.84,0.6,471,Borderline,1,,,7980.47,978795.86,161,74.61,671177.67,93,53.75,1238850.0,98,40.35,548116.91,69,24.35,1015560.56,50,21.95
P2984,Highway Expansion,Road,Low,1045232,69,30,70,6.6,0.74,537,Borderline,1,,,1710.66,249969.0,204,50.95,147421.57,99,40.76,287109.66,121,25.53,123568.83,57,16.64,237162.94,56,16.11
P2985,Industrial Complex,Road,Low,3445840,84,87,20,5.18,0.72,131,Feasible,1,,,5924.63,885173.82,46,100.0,590414.2,23,100.0,935533.73,31,67.15,385163.41,17,55.79,649554.84,14,56.46
P2986,Highway Expansion,Building,Medium,6451973,54,45,52,1.67,0.82,591,Borderline,2,,,2072.71,318468.17,54,39.26,1185427.76,71,74.11,1856534.79,130,39.87,1768707.16,176,52.6,1322835.11,160,19.15
P2987,Dam Reinforcement,Power Plant,Medium,6220961,58,76,26,9.78,0.97,140,Feasible,2,,,919.9,583528.97,15,59.97,667580.4,22,83.8,1050308.16,26,45.07,3075475.24,55,100.0,844068.24,23,86.46
P2988,Highway Expansion,Road,High,2379904,78,73,71,3.75,0.56,246,Feasible,3,,,5936.22,538327.58,89,100.0,357410.44,40,96.14,684572.81,52,64.18,330653.4,29,44.53,468939.77,36,46.24
P2989,Dam Reinforcement,Road,Medium,4849033,55,43,30,1.07,0.73,404,Not Feasible,2,,,7321.47,1028401.63,141,78.42,809608.21,71,55.42,1318356.07,89,35.13,590624.12,50,28.61,1102042.97,53,17.42
P2990,Highway Expansion,Water Infra,High,2437188,74,53,46,4.94,0.6,554,Feasible,3,,,950.14,251525.57,88,63.87,400312.34,126,71.69,978545.03,166,30.7,566403.17,97,49.2,240401.9,77,49.55
P2991,Urban Flyover,Road,Medium,2656321,80,84,33,8.74,0.95,240,Feasible,2,,,6365.19,554557.72,77,100.0,443211.09,40,100.0,718977.74,57,71.14,289787.73,32,42.11,649786.73,34,37.43
P2992,Industrial Complex,Water Infra,Medium,1538645,71,44,99,8.87,0.98,243,Feasible,2,,,733.94,203960.84,40,51.12,259546.46,53,60.94,672234.44,75,30.37,296473.35,44,35.82,106429.91,31,41.74
P2993,Industrial Complex,Water Infra,High,2571951,51,63,65,0.11,0.74,526,Feasible,3,,,1125.58,300899.98,91,72.79,483788.53,107,85.65,1117772.49,150,42.12,442209.41,101,48.61,227280.6,76,65.84
P2994,Dam Reinforcement,Power Plant,Low,6354552,94,31,95,8.86,0.55,152,Borderline,1,,,726.88,393260.68,19,24.29,654130.35,26,33.2,969368.87,23,20.68,3442995.52,65,43.47,894796.58,19,33.36
P2995,Highway Expansion,Road,High,5525121,54,56,29,2.71,0.89,511,Feasible,3,,,15771.12,1100733.65,162,98.41,1064783.9,96,79.02,1545593.72,114,49.14,657786.08,64,29.15,1156223.65,75,24.28
P2996,Smart Solar Grid,Power Plant,High,6832801,76,52,43,0.39,0.85,289,Feasible,3,,,801.7,528622.17,36,42.29,713727.28,48,61.93,1083337.99,47,31.29,3673853.18,120,69.03,833260.37,37,55.47
P2997,Industrial Complex,Building,Medium,3829455,74,97,80,8.48,0.68,196,Feasible,2,,,1254.52,205541.49,20,74.75,599749.43,27,100.0,1003084.21,36,68.32,1243403.6,51,100.0,777676.27,63,60.72
P2998,Highway Expansion,Power Plant,Low,6058994,57,43,37,8.64,0.94,572,Feasible,1,,,873.86,496260.46,68,37.31,657586.23,91,45.38,1098388.32,104,26.74,3054257.85,209,55.87,752501.14,99,49.69
P2999,Highway Expansion,Bridge,Low,3503292,50,92,28,5.96,0.99,416,Borderline,1,,,726.25,224353.87,35,75.08,596401.81,119,100.0,1655871.93,136,100.0,484811.08,62,51.48,541853.32,65,40.13
P3000,Urban Flyover,Bridge,High,6312166,69,94,36,5.74,0.78,449,Feasible,3,,,1161.65,381089.86,36,72.18,1264266.39,121,100.0,2940401.52,168,100.0,773378.59,58,55.44,953029.64,65,44.96
P3001,Smart Solar Grid,Bridge,High,3190421,93,97,77,8.13,0.78,182,Not Feasible,3,,,631.71,265518.58,17,76.73,764335.64,50,100.0,1295958.51,66,100.0,374848.26,23,59.43,489760.01,26,32.48
P3002,Industrial Complex,Water Infra,High,4366823,72,92,32,7.86,0.65,389,Feasible,3,,,2073.63,545688.75,80,100.0,811769.4,83,100.0,1767313.04,101,61.48,886446.75,73,79.44,355605.05,53,82.93
P3003,Urban Flyover,Bridge,Low,3610469,81,93,69,8.9,0.79,335,Feasible,1,,,784.86,233862.62,35,69.17,918634.03,92,100.0,1532387.0,117,100.0,474543.35,54,63.94,451042.01,38,37.42
P3004,Smart Solar Grid,Power Plant,Medium,3167354,60,61,25,5.53,0.72,309,Feasible,2,,,477.31,188349.99,37,46.29,470423.38,49,68.37,577445.1,46,39.87,1522649.28,125,80.12,408486.26,52,70.36
P3005,Industrial Complex,Road,Low,2097353,88,42,70,9.68,0.65,194,Feasible,1,,,5136.84,437847.13,61,75.15,389737.76,36,59.03,565890.33,42,34.13,275242.81,28,24.66,428634.97,27,17.03
P3006,Urban Flyover,Water Infra,Medium,6047999,96,95,55,9.96,0.53,293,Feasible,2,,,3038.09,742727.02,46,100.0,1261162.16,65,100.0,2551813.05,89,68.32,1119164.52,50,75.96,373132.25,43,86.77
P3007,Smart Solar Grid,Water Infra,High,5385010,73,48,90,1.17,0.63,186,Not Feasible,3,,,2171.96,722057.39,30,60.14,1080643.99,43,67.39,2289010.06,58,29.73,986475.89,31,39.08,306822.68,24,43.66
P3008,Industrial Complex,Bridge,Low,5818750,60,53,44,8.5,0.6,212,Not Feasible,1,,,926.84,463352.47,20,38.67,1276115.2,51,89.2,2456475.25,87,85.15,866442.33,29,31.81,756364.76,25,20.17
P3009,Smart Solar Grid,Building,Low,5991536,78,40,30,5.0,0.77,172,Borderline,1,,,2343.77,219412.7,13,34.81,960598.52,21,67.52,1519346.31,43,29.11,1866115.43,50,46.98,1426063.04,46,21.58
P3010,Highway Expansion,Building,High,1824255,75,88,63,3.88,0.8,555,Feasible,3,,,877.85,92094.99,30,71.96,333908.76,78,100.0,542957.3,124,61.74,502605.64,138,100.0,352688.3,185,40.11
