Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P2856,Smart Solar Grid,Power Plant,High,4831342,59,59,58,4.2,0.53,481,Feasible,,,539.59,321179.17,59,48.21,534481.95,81,62.52,775431.5,74,35.3,2647214.58,171,79.16,553034.8,96,69.82,351782.1,68,593400.92,100,838856.58,80,2985059.88,227,618217.41,122,5387316.89,597,True,False,False
P2857,Highway Expansion,Water Infra,High,5835451,91,91,43,6.13,0.76,500,Feasible,,,2671.75,768454.7,96,100.0,1024863.3,108,100.0,2152254.1,130,51.22,1410790.32,95,71.08,479088.57,72,98.68,901537.85,139,1202352.01,157,2413015.81,152,1611600.48,122,561384.01,104,6689890.16,674,True,False,False
P2858,Urban Flyover,Bridge,High,5382794,89,42,53,7.62,0.69,273,Feasible,,,980.45,285736.48,27,32.52,1264030.29,66,75.41,2253629.94,104,62.47,784359.38,40,24.48,795037.91,36,15.11,318536.21,29,1467662.51,86,2585198.69,128,867587.38,40,871355.93,34,6110340.72,317,True,False,False
P2859,Dam Reinforcement,Building,Low,5698713,82,91,80,5.46,0.52,281,Feasible,,,1907.47,278841.83,17,68.95,843485.37,40,100.0,1543051.1,68,73.86,1831271.17,67,100.0,1202063.53,89,54.66,302186.93,20,940655.5,54,1679918.97,82,2042234.95,91,1285287.42,99,6250283.77,346,False,True,False
P2860,Smart Solar Grid,Building,High,4790328,62,76,60,6.28,0.67,138,Not Feasible,,,1606.36,210510.16,12,62.95,631064.89,17,100.0,1346509.82,22,48.06,1728161.79,39,83.26,874081.34,48,53.23,238731.97,15,740613.1,25,1505637.27,25,1997293.04,53,982199.6,57,5464474.98,175,True,False,False
P2861,Dam Reinforcement,Power Plant,High,5710899,90,45,24,9.35,0.7,581,Feasible,,,812.29,535292.6,76,38.43,663882.21,89,47.28,932330.85,89,27.61,2872531.05,228,59.52,706862.28,100,52.16,609699.65,83,762607.94,102,1050862.41,92,3338269.33,277,815763.14,117,6577202.47,671,True,False,False
P2862,Industrial Complex,Bridge,Low,4896892,91,95,98,2.99,0.99,447,Not Feasible,,,760.55,302979.04,31,69.33,985454.58,103,100.0,2246917.53,184,100.0,612488.25,71,69.57,749052.59,59,37.87,320401.51,37,1072011.67,140,2444274.81,249,647854.07,84,768821.43,60,5253363.49,570,False,True,False
P2863,Urban Flyover,Bridge,Medium,5857993,96,72,69,3.59,0.6,362,Borderline,,,1104.05,515856.28,28,54.44,1249424.57,84,100.0,2439304.18,152,100.0,689503.39,58,49.65,963904.58,41,27.96,551961.11,32,1394635.16,117,2722804.92,212,734410.36,65,1005467.74,41,6409279.29,467,False,False,True
P2864,Dam Reinforcement,Bridge,High,3263089,86,37,23,7.18,0.77,248,Feasible,,,593.4,182838.56,25,29.59,686525.51,60,64.24,1448332.1,95,57.57,503431.77,34,21.01,441961.06,34,12.59,202338.98,26,785314.67,75,1646359.71,114,552481.91,34,481022.17,32,3667517.44,281,True,False,False
P2865,Dam Reinforcement,Water Infra,Low,6289730,65,32,70,6.11,0.99,295,Feasible,,,3138.18,953098.04,56,36.41,1066388.17,69,44.04,2597013.33,89,18.85,1159868.3,48,30.09,513362.15,33,30.61,1008860.75,57,1137089.14,73,2702380.4,81,1220241.82,47,540356.34,32,6608928.45,290,False,True,False
P2866,Smart Solar Grid,Building,Low,4462092,94,41,71,1.79,0.9,528,Not Feasible,,,1968.94,331631.8,57,38.88,606501.7,66,68.33,1059490.72,115,29.07,1252512.83,132,43.6,1211954.95,158,25.11,337152.13,58,634076.71,78,1066955.8,112,1279147.44,138,1215797.65,150,4533129.73,536,False,True,False
P2867,Industrial Complex,Bridge,High,5437610,71,45,58,3.76,1.0,399,Feasible,,,959.99,351860.82,41,35.07,1145370.65,105,77.96,2457354.73,136,67.36,722432.09,60,30.82,760591.71,57,13.79,379108.37,44,1285202.15,139,2730244.39,172,775180.09,63,802642.84,54,5972377.84,472,True,False,False
P2868,Smart Solar Grid,Road,High,4239536,69,88,27,4.68,0.98,550,Feasible,,,10044.02,1118056.76,176,100.0,681122.68,87,100.0,1007204.1,138,73.19,514351.02,79,56.73,918801.44,70,50.02,1303276.66,255,793959.06,126,1145444.85,179,575975.12,95,1022349.34,81,4841005.03,736,True,False,False
P2869,Industrial Complex,Water Infra,Low,3326133,99,78,64,4.19,0.74,203,Not Feasible,,,1365.67,412693.4,31,90.55,559205.14,42,100.0,1264688.82,62,47.01,804075.98,39,68.94,285469.66,29,83.1,450543.6,40,615782.8,57,1325556.44,66,860427.2,46,309522.5,37,3561832.54,246,False,True,False
P2870,Smart Solar Grid,Road,Low,2739461,92,92,47,1.78,0.85,495,Feasible,,,5381.1,619658.17,171,100.0,443295.64,80,100.0,757468.75,105,76.99,386740.99,70,58.66,532297.45,69,45.16,669241.72,232,478767.09,108,800966.83,129,401989.63,79,546229.7,73,2897194.97,621,False,True,False
P2871,Dam Reinforcement,Road,Medium,3150224,76,91,46,9.24,0.56,341,Borderline,,,6938.58,786253.39,125,100.0,473534.43,60,100.0,862014.67,73,79.95,334036.46,38,49.18,694385.05,45,42.27,930895.04,175,560647.32,84,1001990.97,94,377215.37,42,778979.63,48,3649728.33,443,False,False,True
P2872,Dam Reinforcement,Power Plant,Low,6720626,90,78,84,7.62,0.72,444,Not Feasible,,,917.76,526130.82,50,59.05,653829.43,74,86.6,1158944.78,78,52.35,3486563.65,162,100.0,895157.32,79,88.0,575899.33,57,734294.93,95,1260547.78,86,3963936.1,219,1006617.84,102,7541295.98,559,False,True,False
P2873,Urban Flyover,Water Infra,Low,6266164,65,80,53,4.81,0.9,570,Feasible,,,3215.03,661037.22,89,93.01,1254427.8,122,100.0,2702816.79,197,47.95,1245316.23,98,74.8,402565.96,64,74.6,728939.99,117,1392130.94,165,2857583.31,211,1350358.36,119,436441.07,78,6765453.67,690,False,True,False
P2874,Dam Reinforcement,Road,High,6005858,83,62,81,6.8,0.75,535,Feasible,,,11567.98,1491754.86,195,100.0,919748.95,85,83.2,1577227.36,127,50.05,742344.13,65,30.92,1274782.7,63,39.1,1776775.42,283,1078748.84,115,1793274.09,147,828652.86,68,1434286.46,69,6911737.67,682,True,False,False
P2875,Highway Expansion,Water Infra,High,5002713,81,59,81,8.97,0.85,264,Borderline,,,2651.72,592042.87,47,66.59,853038.71,60,78.45,1836878.86,83,41.52,1262526.26,49,49.54,458226.3,25,58.9,691486.62,59,1007399.83,80,2094986.6,92,1451017.11,57,531334.58,30,5776224.74,318,True,False,False
P2876,Dam Reinforcement,Bridge,Medium,1587100,75,88,57,1.36,0.87,564,Borderline,,,318.75,124063.72,53,64.38,391813.99,152,100.0,684309.04,198,100.0,185473.03,70,56.23,201440.21,91,36.81,131010.87,64,427600.76,212,746811.17,277,194359.2,81,207210.23,95,1706992.23,729,False,False,True
P2877,Highway Expansion,Power Plant,Low,4415871,74,44,45,2.5,0.63,225,Feasible,,,518.5,354664.38,22,34.88,592824.25,35,49.19,657134.4,34,28.8,2309791.69,91,54.97,501456.29,43,52.17,361161.57,22,612031.92,38,665241.18,33,2397766.52,101,519174.04,47,4555375.23,241,False,True,False
P2878,Dam Reinforcement,Building,High,3381732,51,52,43,5.43,0.94,444,Not Feasible,,,1253.65,135416.0,35,46.67,493240.01,51,88.3,790564.43,110,41.0,1299065.34,111,57.76,663446.22,137,26.26,149956.1,40,567925.42,71,870707.7,122,1453792.82,134,720356.55,140,3762738.59,507,True,False,False
P2879,Highway Expansion,Road,High,2877971,61,74,58,7.99,0.73,130,Not Feasible,,,5800.99,619288.89,47,100.0,537027.37,20,100.0,774465.21,30,60.39,338121.3,15,37.66,609068.22,18,34.85,741579.37,68,643073.73,29,894003.46,37,381943.63,16,686143.59,19,3346743.78,169,True,False,False
P2880,Highway Expansion,Power Plant,Medium,5963401,89,91,40,0.36,0.61,285,Feasible,,,898.4,458068.01,33,67.7,733358.71,51,94.89,871562.55,44,64.95,3233685.43,121,100.0,666726.31,36,100.0,480718.33,40,789220.62,70,912303.32,53,3496245.6,169,720861.38,50,6399349.25,382,False,False,True
P2881,Dam Reinforcement,Power Plant,Medium,3349316,58,44,66,9.84,0.93,315,Not Feasible,,,453.73,304200.54,32,37.2,366019.7,58,49.35,526978.48,57,26.21,1765225.97,132,54.7,386891.31,35,52.54,339266.4,33,412993.47,65,581497.01,56,2001924.14,151,437870.76,40,3773551.78,345,False,False,True
P2882,Highway Expansion,Power Plant,High,5041059,61,75,67,4.55,0.71,350,Feasible,,,695.68,292594.18,44,55.93,539317.9,52,83.51,827752.5,62,52.51,2827437.54,133,97.23,553956.88,59,85.82,323968.61,53,612745.15,70,913542.72,73,3253065.59,191,630719.01,81,5734041.08,468,True,False,False
P2883,Urban Flyover,Power Plant,Low,3866757,75,93,32,3.59,0.88,266,Feasible,,,480.6,340696.57,34,77.66,500250.73,42,97.78,618426.74,49,67.0,1903521.23,105,100.0,503861.73,37,100.0,365107.71,42,546102.96,56,656181.77,58,2082197.37,142,551157.27,50,4200747.08,348,False,True,False
P2884,Industrial Complex,Bridge,Medium,2336921,58,75,22,2.93,0.77,478,Feasible,,,376.1,167222.1,39,53.65,456744.62,135,100.0,1099989.99,187,100.0,311705.19,65,50.83,301259.11,53,24.83,177523.62,44,506211.77,189,1219123.01,261,330021.78,73,311070.0,52,2543950.18,619,False,False,True
P2885,Highway Expansion,Water Infra,Low,3247939,59,85,51,1.74,0.69,357,Feasible,,,1254.97,473714.97,65,94.86,599094.37,81,100.0,1334755.62,106,60.43,671418.04,62,74.59,168956.0,44,79.12,506940.62,86,644123.76,110,1383455.39,121,705207.95,75,178207.0,55,3417934.72,447,False,True,False
P2886,Highway Expansion,Building,Medium,5354685,81,73,54,7.92,0.9,590,Not Feasible,,,2437.8,342200.01,54,60.72,684386.97,78,100.0,1318335.47,123,58.81,1787343.9,163,79.37,1222418.65,173,37.23,384238.59,64,796919.8,109,1477624.8,144,2042201.86,209,1342193.83,181,6043178.88,707,False,False,True
P2887,Urban Flyover,Building,Medium,6913318,83,58,38,9.55,0.79,520,Feasible,,,3242.96,403833.04,37,50.51,878376.78,64,97.39,1699701.88,92,47.41,1908584.41,141,67.29,2022821.88,187,27.41,456227.41,41,1036623.8,88,1914559.22,102,2190650.75,171,2235016.66,185,7833077.84,587,False,False,True
P2888,Urban Flyover,Water Infra,Low,2577969,97,91,33,4.14,0.7,132,Not Feasible,,,1018.88,275100.43,23,100.0,485086.0,31,100.0,1024996.76,38,54.87,574241.77,25,79.99,218544.03,15,86.42,302683.52,31,533723.4,42,1081499.33,42,620325.07,31,237487.92,19,2775719.24,165,False,True,False
P2889,Smart Solar Grid,Building,Medium,6098402,69,81,67,9.52,0.55,338,Feasible,,,3002.07,228867.5,33,66.98,936512.73,48,100.0,1726070.0,55,60.46,1562274.84,81,100.0,1644676.93,120,44.05,262480.17,40,1107292.77,67,1967473.04,65,1847167.24,113,1845686.74,130,7030099.96,415,False,False,True
P2890,Industrial Complex,Power Plant,Low,6599872,88,83,87,8.24,0.95,376,Borderline,,,755.82,434858.64,59,68.04,641910.19,64,95.46,1271357.47,62,52.3,3601100.41,136,100.0,650645.29,56,88.18,482721.35,70,730855.77,85,1390490.85,68,4117075.24,184,735878.17,72,7457021.38,479,False,True,False
P2891,Smart Solar Grid,Bridge,High,4934999,51,86,64,4.81,0.52,121,Feasible,,,841.99,393392.59,9,59.88,1140567.99,36,100.0,2061971.62,47,100.0,729834.68,15,59.89,609232.12,14,39.48,438356.22,11,1319040.61,52,2384622.69,68,813260.34,18,665799.15,15,5621079.01,164,True,False,False
P2892,Highway Expansion,Power Plant,Medium,5263224,50,95,38,6.74,0.93,329,Feasible,,,653.35,296016.66,39,78.3,796077.95,50,100.0,828908.64,55,65.48,2637432.97,142,100.0,704787.77,44,100.0,333601.07,50,915208.33,70,923046.65,66,3032115.9,198,810256.88,61,6014228.83,445,False,False,True
P2893,Urban Flyover,Power Plant,Medium,6024355,85,51,83,4.35,0.68,484,Borderline,,,973.97,492779.87,52,43.99,888098.56,99,57.59,941904.19,85,31.76,3016628.6,163,66.95,684943.79,85,54.72,525805.79,56,959963.16,115,993256.65,86,3289591.56,198,738360.03,97,6506977.19,552,False,False,True
P2894,Highway Expansion,Bridge,Medium,3747176,73,49,85,5.59,0.82,344,Feasible,,,819.6,294222.33,28,40.93,617957.1,90,86.71,1727903.74,126,73.54,512894.0,50,29.12,594198.83,50,14.7,316691.62,30,694402.72,119,1918126.29,157,545799.41,50,623460.4,46,4098480.44,402,False,False,True
P2895,Dam Reinforcement,Road,Low,4028149,76,62,98,0.58,0.96,313,Feasible,,,8323.1,1001891.99,114,100.0,665357.66,53,73.73,1079500.69,64,59.14,412276.51,45,32.87,869122.16,37,30.92,1072432.38,154,695194.9,64,1112583.52,73,414372.17,45,871890.84,36,4166473.81,372,False,True,False
P2896,Industrial Complex,Building,Low,3638509,51,54,85,6.96,0.58,315,Feasible,,,1518.81,128654.81,24,44.18,538518.89,39,96.29,1009879.29,70,34.78,1031283.37,81,69.15,930172.64,101,25.6,138078.76,25,606808.81,52,1074095.7,70,1133292.82,96,980543.93,96,3932820.02,339,False,True,False
P2897,Dam Reinforcement,Bridge,Low,4651387,80,75,94,0.53,0.78,519,Feasible,,,813.45,267107.94,41,53.55,1145162.19,137,100.0,1973294.86,209,100.0,617094.64,57,44.78,648727.38,75,24.11,271666.29,45,1216055.74,186,2095455.61,283,622401.2,60,641361.12,71,4846939.96,645,False,True,False
P2898,Urban Flyover,Water Infra,High,3104683,63,86,64,8.17,0.88,379,Feasible,,,1364.48,393040.32,58,100.0,573452.12,87,100.0,1374750.97,120,56.24,580973.05,70,75.47,182466.54,44,80.78,469358.69,84,684801.85,126,1576382.92,144,678311.79,92,214089.62,59,3622944.87,505,True,False,False
P2899,Urban Flyover,Water Infra,Low,3527419,51,34,93,8.25,0.88,176,Not Feasible,,,1663.89,379055.74,35,40.39,614038.62,42,47.19,1476108.63,46,20.59,776994.82,32,28.76,281221.19,22,33.07,410293.04,36,668984.53,45,1567344.74,43,831624.15,31,302254.44,22,3780500.9,177,False,True,False
P2900,Urban Flyover,Water Infra,Medium,2711672,78,84,86,2.37,0.76,576,Not Feasible,,,1216.54,330516.93,97,94.31,473660.18,134,100.0,1225075.34,153,43.61,461965.44,108,76.29,220454.1,84,89.44,362740.15,132,522541.89,187,1282220.09,166,498655.19,137,240870.18,112,2907027.5,734,False,False,True
P2901,Industrial Complex,Road,Low,6905950,64,90,88,3.24,0.81,232,Feasible,,,10763.68,1456214.83,82,100.0,1078069.59,44,100.0,1865194.56,52,79.91,753609.61,25,58.36,1752861.41,30,47.21,1603838.88,111,1187359.1,60,2016760.4,65,798587.39,28,1837908.83,32,7444454.6,296,False,True,False
P2902,Smart Solar Grid,Bridge,Low,4212883,61,37,22,4.81,0.88,332,Feasible,,,656.39,291339.11,28,29.6,752526.37,89,64.42,2112627.34,129,54.39,506267.93,44,25.08,550122.24,42,11.51,301856.13,27,806060.1,103,2241593.44,143,522240.86,42,559966.51,37,4431717.04,352,False,True,False
P2903,Highway Expansion,Road,Medium,4028631,86,45,57,5.97,0.92,398,Feasible,,,10494.65,1000545.72,149,76.04,700810.45,63,60.14,969609.75,99,39.79,544815.2,46,26.89,812849.89,42,22.14,1128088.41,188,778469.45,74,1056380.54,105,586206.9,45,870559.62,40,4419704.92,452,False,False,True
P2904,Highway Expansion,Water Infra,Low,6829592,77,77,96,2.87,0.88,363,Feasible,,,3333.43,747692.14,58,96.49,1322196.34,86,100.0,2666270.38,111,44.21,1505292.93,66,63.45,588140.21,41,70.66,811907.39,77,1440348.67,117,2757217.57,117,1585320.59,76,623607.67,49,7218401.89,436,False,True,False
P2905,Highway Expansion,Power Plant,Low,3571165,69,90,61,5.92,0.68,499,Feasible,,,542.07,300704.54,62,75.2,538240.81,76,97.18,615566.93,88,63.94,1630676.58,176,100.0,485976.14,98,98.61,328766.49,76,600499.72,102,665963.95,102,1823974.76,238,542896.2,132,3962101.12,650,False,True,False
P2906,Highway Expansion,Power Plant,Medium,2778539,88,44,59,2.98,1.0,236,Feasible,,,340.41,169657.77,30,36.18,413338.38,44,49.54,541749.02,39,30.12,1360945.01,89,56.73,292848.83,34,47.43,177202.76,31,437286.69,49,562532.33,39,1449659.96,103,309193.27,38,2935875.01,260,False,False,True
P2907,Highway Expansion,Road,Medium,5024733,73,94,69,0.55,0.72,505,Not Feasible,,,8762.17,1015564.69,186,100.0,777720.28,82,100.0,1450616.91,104,75.55,727596.76,64,53.95,1053234.36,69,53.12,1108745.75,260,849078.42,115,1548513.63,131,761101.29,73,1100866.29,78,5368305.38,657,False,False,True
P2908,Smart Solar Grid,Water Infra,High,5859221,70,51,54,0.03,0.51,570,Feasible,,,2258.93,842473.5,92,60.72,1086162.79,122,69.73,2180016.4,189,34.4,1345644.9,107,40.88,404923.4,59,49.26,897931.64,112,1167495.9,156,2265867.66,202,1407399.53,119,426915.83,68,6165610.56,657,True,False,False
P2909,Dam Reinforcement,Water Infra,Low,2414022,59,32,43,1.01,0.68,206,Feasible,,,1206.84,290264.06,36,36.3,453221.75,48,42.86,1012652.01,67,20.16,515981.66,32,30.0,141902.51,23,30.68,291885.1,36,458637.87,50,1002447.59,62,515708.93,31,141921.14,23,2410600.63,202,False,True,False
P2910,Industrial Complex,Water Infra,Low,4801250,95,83,36,7.92,0.56,529,Feasible,,,2585.5,622040.41,109,94.29,896096.71,129,100.0,1895768.54,145,50.79,1095755.34,87,74.18,291589.01,59,84.44,706674.41,144,1023330.46,175,2068090.68,158,1221965.64,106,328280.45,75,5348341.64,658,False,True,False
P2911,Dam Reinforcement,Water Infra,High,1952246,63,43,59,9.61,0.56,500,Not Feasible,,,900.82,231139.23,91,50.49,376017.25,119,58.32,877132.51,140,30.32,300421.22,97,35.29,167535.78,53,40.58,266982.55,106,437564.48,144,993698.48,146,341987.25,104,191690.39,59,2231923.15,559,True,False,False
P2912,Dam Reinforcement,Bridge,Medium,1019675,86,65,93,4.27,0.64,486,Feasible,,,196.99,82703.65,38,43.7,247672.81,126,100.0,390216.48,183,100.0,159026.4,68,49.34,140055.66,70,20.65,88085.84,41,278020.46,176,438030.18,256,170290.81,76,145875.8,67,1120303.09,616,False,False,True
P2913,Highway Expansion,Road,Low,1073997,67,96,85,5.13,0.53,382,Feasible,,,2618.43,281645.6,121,100.0,177056.04,74,100.0,258432.11,83,83.37,112716.98,55,63.45,244146.27,48,41.58,313330.72,164,196974.84,100,283159.15,105,121231.02,64,257187.62,50,1171883.35,483,False,True,False
P2914,Highway Expansion,Road,Low,1967561,73,39,63,1.47,0.84,419,Not Feasible,,,5040.42,414577.82,151,69.3,333654.82,71,49.58,526610.16,90,33.45,254348.37,44,25.75,438369.83,63,16.92,433782.27,179,342672.39,77,532530.97,89,255291.67,42,436207.99,57,2000485.29,444,False,True,False
P2915,Smart Solar Grid,Bridge,High,2998671,63,78,42,5.51,0.54,536,Feasible,,,610.32,257422.5,38,60.89,661194.21,123,100.0,1276278.11,217,100.0,429380.54,75,53.42,374395.63,84,28.56,288969.18,47,769584.64,178,1485500.05,315,478606.49,89,407469.46,87,3430129.82,716,True,False,False
P2916,Industrial Complex,Power Plant,Low,1486799,83,94,25,1.45,0.6,232,Feasible,,,185.5,77196.38,34,77.69,189217.56,45,100.0,222247.35,38,65.69,815453.86,78,100.0,182683.85,37,100.0,80996.9,42,202643.05,61,230592.44,44,873312.47,106,195645.75,50,1583190.61,303,False,True,False
P2917,Urban Flyover,Road,Medium,5949982,61,86,85,6.11,0.55,567,Not Feasible,,,8990.51,1573928.33,208,100.0,980857.82,105,100.0,1577584.78,124,71.84,679444.68,55,53.21,1138166.38,74,43.98,1813768.54,291,1130324.05,147,1771441.82,154,749675.47,62,1244807.39,80,6710017.27,734,False,False,True
P2918,Dam Reinforcement,Building,Medium,3238057,71,56,40,9.33,0.53,283,Borderline,,,1337.08,119055.17,20,54.73,471836.33,42,100.0,797289.0,57,40.08,1013467.47,75,61.55,836409.02,88,23.36,134514.79,23,555986.87,59,888306.82,61,1152472.96,89,916911.93,85,3648193.37,317,False,False,True
P2919,Urban Flyover,Road,Low,5464344,55,34,54,1.96,0.63,123,Feasible,,,7983.07,1305198.27,46,59.99,924921.49,21,46.7,1362051.94,28,28.24,765521.52,14,17.33,1106650.78,15,17.75,1364288.76,52,954674.09,22,1381071.64,27,767975.38,13,1110656.47,14,5578666.34,128,False,True,False
P2920,Industrial Complex,Road,Medium,6669068,85,86,48,7.65,0.79,237,Feasible,,,14780.61,1354913.78,78,100.0,1223205.12,38,100.0,1792301.42,54,71.25,881723.65,38,53.6,1416924.03,28,50.02,1593130.56,109,1438265.29,53,2052338.1,67,993013.78,43,1590344.32,31,7667092.05,303,False,False,True
P2921,Dam Reinforcement,Power Plant,Low,3409029,94,44,26,0.24,0.98,142,Feasible,,,548.18,265863.72,16,33.67,373368.71,25,46.2,657193.64,24,27.58,1605402.59,55,58.15,507200.34,22,54.4,264463.07,16,375903.77,27,649879.8,23,1634764.65,62,514646.44,24,3439657.73,152,False,True,False
P2922,Urban Flyover,Bridge,Medium,4921451,85,59,72,3.75,0.94,528,Borderline,,,992.94,439249.97,49,45.51,891937.95,155,100.0,2179185.99,204,91.93,756811.57,60,34.52,654265.52,60,19.86,466680.74,54,997027.82,217,2418070.99,276,795621.67,62,678070.02,57,5355471.24,666,False,False,True
P2923,Urban Flyover,Power Plant,Medium,1566088,71,49,56,1.11,0.94,352,Not Feasible,,,232.89,109096.2,45,36.32,180918.79,57,54.04,281835.28,59,33.17,782094.56,127,62.23,212143.18,65,59.23,111881.83,47,188710.84,65,288153.05,60,822117.51,151,222369.6,76,1633232.83,399,False,False,True
P2924,Smart Solar Grid,Power Plant,Medium,6338924,63,66,42,3.52,0.59,209,Not Feasible,,,936.51,433408.31,26,50.57,838957.61,41,71.69,1064283.66,34,46.69,3288863.03,82,90.16,713411.39,26,70.9,461651.08,29,911592.66,51,1129450.22,37,3635194.51,110,774605.51,32,6912493.98,259,False,False,True
P2925,Industrial Complex,Bridge,Medium,2762999,65,32,27,1.74,0.63,595,Feasible,,,433.18,216291.01,37,27.02,524525.28,163,54.99,1266868.49,218,49.46,425600.02,83,18.5,329714.21,94,10.02,221237.13,37,551131.73,187,1324152.71,243,431721.15,78,331671.6,84,2859914.32,629,False,False,True
P2926,Industrial Complex,Building,Low,1658003,85,70,95,3.73,0.54,374,Feasible,,,577.04,115322.19,22,68.62,258192.77,53,100.0,383557.2,69,58.95,529675.16,105,80.77,371255.69,124,28.04,122725.86,26,282837.28,72,404487.85,78,570089.15,131,380087.0,120,1760227.14,427,False,True,False
P2927,Industrial Complex,Bridge,Low,3400081,74,68,67,4.18,0.89,211,Feasible,,,711.27,257545.17,17,50.05,793435.71,53,100.0,1447622.18,85,100.0,530528.41,28,49.54,370949.53,28,24.78,270521.33,18,873056.9,72,1592890.92,115,556987.9,30,380262.58,27,3673719.63,262,False,True,False
P2928,Dam Reinforcement,Power Plant,Low,1805113,81,55,29,3.01,0.53,588,Not Feasible,,,281.11,124713.5,71,44.79,258881.86,90,60.64,298595.29,96,36.2,935872.03,230,73.1,187050.31,101,60.27,128821.67,75,271466.38,103,305895.42,97,992894.48,278,196074.6,115,1895152.55,668,False,True,False
P2929,Smart Solar Grid,Bridge,Low,3463160,82,31,98,6.57,0.78,577,Feasible,,,565.48,197739.13,39,21.8,854496.93,163,54.08,1472530.55,230,44.22,428569.55,73,20.3,509823.84,72,14.6,206720.71,36,921530.13,180,1573192.19,242,447378.04,67,529225.13,64,3678046.2,589,False,True,False
P2930,Highway Expansion,Road,High,1933396,94,52,43,9.19,0.62,274,Feasible,,,3731.26,434081.69,85,89.47,321297.89,50,69.21,466867.7,63,45.17,257583.43,39,34.37,453565.29,36,21.78,519473.17,118,377352.53,64,535990.56,71,292664.62,42,509065.41,36,2234546.29,331,True,False,False
P2931,Dam Reinforcement,Road,High,6028035,85,52,66,4.01,0.62,426,Not Feasible,,,13346.85,1506098.37,135,93.26,1114992.87,87,69.34,1668213.61,102,44.23,584760.42,54,27.46,1153969.73,49,25.71,1739346.39,191,1259497.14,111,1840166.45,115,634676.15,56,1250340.47,50,6724026.6,523,True,False,False
P2932,Industrial Complex,Building,Low,4162801,69,45,72,1.92,1.0,234,Feasible,,,1715.69,279480.26,14,36.89,696724.95,38,76.53,1056020.53,55,37.02,1109005.2,56,53.36,1021570.05,70,21.2,283878.63,14,734744.54,47,1072774.31,56,1144351.06,62,1021945.72,65,4257694.26,244,False,True,False
P2933,Dam Reinforcement,Building,Medium,5034464,67,38,58,2.71,0.88,326,Feasible,,,1765.06,368587.36,30,31.38,657283.11,40,62.9,1456872.02,58,25.47,1417447.35,87,46.69,1134274.16,111,23.56,382735.36,30,703370.77,48,1504124.56,57,1493703.68,96,1168882.3,108,5252816.67,339,False,False,True
P2934,Urban Flyover,Bridge,High,2603546,87,42,86,8.54,0.92,200,Feasible,,,405.08,172370.05,15,32.76,490103.68,61,67.5,1248814.14,78,63.71,366928.72,24,29.04,325329.42,23,16.99,193732.72,16,569373.98,77,1445648.87,97,410918.54,25,360065.73,22,2979739.84,237,True,False,False
P2935,Dam Reinforcement,Bridge,High,3092101,52,57,85,5.72,0.79,222,Feasible,,,620.14,264372.68,21,44.83,620417.45,57,93.71,1481875.87,88,82.95,365287.02,29,42.59,360147.98,28,20.91,292863.11,24,719430.17,81,1701463.71,119,403785.07,32,389826.09,28,3507368.15,284,True,False,False
P2936,Dam Reinforcement,Bridge,Medium,6995134,72,56,25,4.55,0.94,572,Feasible,,,1292.8,413841.77,41,40.39,1674755.4,166,97.6,3140324.32,214,80.68,790783.39,71,41.72,975429.11,79,19.62,441038.45,44,1882961.52,230,3476302.63,276,843829.11,76,1018779.08,75,7662910.79,701,False,False,True
P2937,Industrial Complex,Water Infra,Low,2959310,81,80,40,1.5,0.82,199,Feasible,,,1342.32,377940.05,38,89.6,497227.54,48,100.0,1121485.45,54,44.47,676044.8,33,68.42,286612.17,26,87.51,401590.66,49,533385.8,65,1142307.97,57,704386.59,39,303963.53,33,3085634.55,243,False,True,False
P2938,Urban Flyover,Power Plant,Medium,2456081,94,93,92,4.5,0.97,526,Feasible,,,373.43,142512.14,58,72.76,286588.28,97,100.0,426859.09,88,68.58,1252945.11,208,100.0,347176.38,75,100.0,156384.5,72,322470.79,136,466585.08,108,1409821.08,291,390644.87,105,2745906.32,712,False,False,True
P2939,Industrial Complex,Power Plant,Low,1115359,65,81,93,2.78,0.64,222,Feasible,,,141.43,69909.35,30,62.24,166899.61,38,87.67,206584.28,35,57.26,543780.03,88,99.5,128185.73,31,98.33,73244.15,35,179047.18,49,215424.0,39,589703.22,119,138863.32,42,1196281.87,284,False,True,False
